MANCODIGO,V_REF
"009130030",2900000
"009254034",1630000
"002417028",2500000
"009250011",1700000
"002519018",1300000
"001335039",320000
"001416011",1600000
"001416015",1600000
"001416017",1600000
"002531061",2150000
"002531064",2150000
"002531065",2150000
"001204019",2500000
"001355088",1260000
"001344041",230939
"002544052",2150000
"001330044",1000000
"008520063",1225000
"004618040",2100000
"002406025",2050000
"002406027",615000
"002414056",12700
"002438016",390000
"001401042",2220000
"007302029",3450000
"001410062",1600000
"001407007",2600000
"002547008",650000
"001327098",228000
"004554073",2900000
"001324027",780000
"001323056",760000
"004622070",1815000
"005628067",3000000
"001314025",1000000
"002418078",2500000
"002560053",617448
"006413029",840000
"004559021",2630000
"004559034",2630000
"002605035",108900
"008313028",1950000
"005405044",2900000
"009214046",1365000
"001419063",1500000
"001410031",480000
"001410035",1600000
"002530043",780000
"004586062",1675000
"009266088",1870000
"005502081",2900000
"005636016",2380000
"002434048",1400000
"001415027",1600000
"002587006",460000
"004612015",2100000
"002576041",700000
"004401045",2800000
"001353052",1260000
"001414030",199190
"001414031",1600000
"001324032",780000
"005665065",2640000
"002451057",12700
"004401044",2800000
"001434029",1350000
"008537005",2700000
"004642065",1430000
"001331089",153000
"004573086",1850000
"001412058",1600000
"002406063",2700000
"002411045",2000000
"001327087",760000
"003212004",1100000
"004622036",2500000
"004622058",1815000
"004622063",1815000
"004408008",2650000
"002595089",38000
"005603014",2800000
"001431040",1350000
"001119028",350000
"005405045",2900000
"005405003",2900000
"006408067",750000
"005203004",3200000
"006410009",2800000
"004545007",2000000
"005617064",4300000
"009254033",404600
"001403059",40649
"004589050",1815000
"002546030",460000
"004569005",1700000
"001417060",1550000
"001417061",465000
"001420059",1500000
"008535002",880000
"008301035",7800000
"004548002",2250000
"005655007",3050000
"002436073",1400000
"005307036",2850000
"006413008",2100000
"002419004",2500000
"005667032",2640000
"002509031",1350000
"005612068",2900000
"008523010",2450000
"006307024",2300000
"002502003",920000
"009207041",2420000
"205101006",150000
"004108004",2620000
"001207022",2000000
"002550004",690000
"002461025",1300000
"001329018",760000
"001411027",1600000
"001411028",1600000
"001355083",1260000
"001355084",1260000
"002531013",2150000
"002531017",2150000
"002531023",645000
"002531030",2150000
"001118038",350000
"005203008",3200000
"005603049",2900000
"002448007",570000
"009231062",1000000
"008504018",155600
"002531058",2150000
"002531059",2150000
"002561043",135000
"001355074",1260000
"001353012",1260000
"002531056",2150000
"001201001",3650000
"005629004",2800000
"004584090",2400000
"005606001",2900000
"001355059",1260000
"001420064",1500000
"004409017",4200000
"006104017",2200000
"001416024",978155
"001411019",1600000
"009255027",1630000
"008536090",3415938
"001416041",1600000
"001416038",1600000
"001416040",1800000
"001416042",1600000
"001428023",1300000
"001428024",1300000
"002412039",2150000
"001428025",1300000
"001428026",1300000
"002434057",1400000
"004107017",2620000
"006514033",2980000
"004635003",1970000
"004305001",2800000
"001115003",700000
"002412043",2500000
"002404047",2650000
"005668017",1700000
"001320008",1269167
"005616005",2650000
"001402012",2220000
"001355087",1260000
"001410054",1600000
"001410068",1900000
"009245040",1800000
"002414059",12700
"006508003",3600000
"004622073",1815000
"001435079",840000
"202309030",49400
"005612064",870000
"001320005",207967
"009232072",2650000
"004513004",1600000
"004513005",1600000
"002414060",12700
"009232075",2650000
"001102047",1250000
"002519024",1300000
"004401005",2800000
"001418040",1600000
"005660048",2640000
"005660068",2640000
"005113007",3200000
"002406044",2050000
"002301001",2650000
"001324025",780000
"001328041",1140000
"001428027",1300000
"002519026",1300000
"009130075",2900000
"005502027",2900000
"008506066",840000
"004401011",2800000
"001428029",1300000
"001435073",840000
"002504059",730000
"009256085",1630000
"002428084",630000
"004620070",1800000
"002519028",1300000
"004641067",1300000
"002420023",2700000
"004538015",3200000
"005649035",3050000
"002426031",520000
"002426032",520000
"002426034",12700
"208125027",141200
"005601035",3100000
"005636083",1960000
"002507050",1600000
"001414018",1900000
"001415011",1600000
"004521005",2050000
"002434008",1300000
"004521008",2050000
"004631047",1700000
"002533032",730000
"002554087",950000
"002533042",730000
"002426040",12700
"005612018",3300000
"004401049",2800000
"004105038",2560000
"002552045",650000
"002544055",2150000
"002554027",950000
"002533014",730000
"001340082",320000
"009111006",3000000
"004401047",840000
"004401053",2800000
"001414074",1600000
"002533041",1450000
"002574098",650000
"003208036",650000
"005506003",2300000
"004613066",2100000
"005608034",3000000
"005503018",3300000
"001334007",920000
"004517065",2100000
"001301006",1400000
"005508033",2700000
"005508035",3100000
"005508038",2900000
"006320052",900000
"004517039",2100000
"004402035",2800000
"005504016",3200000
"005612061",2900000
"002513080",1500000
"004613065",2100000
"001312042",800000
"002605058",530000
"001428033",1300000
"002311017",990000
"004544008",1950000
"001425065",1350000
"002595006",500000
"001414014",1600000
"002510053",700000
"001423073",1500000
"002202083",2350000
"002202084",705000
"002202089",1410000
"002202093",2450000
"002202097",705000
"004105040",2560000
"004105041",2600000
"004105043",2600000
"001428032",1300000
"009223011",2790000
"004522008",2100000
"006312046",2800000
"001421030",1600000
"001421026",2450000
"006419027",2100000
"004535010",1740000
"001410014",1600000
"004503087",2800000
"004109025",2650000
"002461038",390000
"002461040",390000
"001421043",1800000
"001421044",1800000
"001423060",855175
"001428011",420000
"002103006",3450000
"006514095",2980000
"001428034",1300000
"004614075",2000000
"006320053",900000
"001421045",1600000
"008305008",6200000
"001106063",1000000
"001421049",1600000
"002461006",1300000
"004205078",870000
"002209039",2150000
"001421046",1800000
"004203013",3200000
"004573020",1850000
"006410049",2000000
"004638016",1650000
"005650018",630000
"001104007",350000
"002435021",2700000
"008114001",922826
"001421075",1600000
"004206046",2800000
"002506081",1050000
"001305011",1200000
"008525006",3250000
"009138001",330000
"001426025",2450000
"001426027",735000
"002506089",1850000
"001310016",1070000
"005609028",2900000
"005623059",2800000
"004576034",2630000
"006423021",2800000
"002102024",1314603
"001426030",2450000
"001333023",230000
"001311052",1000000
"004634047",1700000
"002573069",1300000
"006419030",2100000
"004604097",1815000
"001335013",480000
"002433025",2425000
"004576042",2630000
"001422051",450000
"001422052",1500000
"001422053",1500000
"001422057",42700
"002205055",1900000
"001337027",260000
"002205052",1900000
"004111024",2560000
"004604098",1850000
"001410030",480000
"001337024",178500
"002521060",640055
"009205062",2970000
"005639016",2650000
"004632021",1950000
"002534074",217117
"004504046",2700000
"004504064",2700000
"002209043",705000
"002209044",705000
"002444006",1300000
"002444038",1300000
"002444039",1300000
"002209090",705000
"001422049",1500000
"001430012",2500000
"004576027",2100000
"009227033",2500000
"009227038",2500000
"001417036",2400000
"004405024",3450000
"007208025",3400000
"009227028",2500000
"009130064",2900000
"209106006",39390
"005665093",2640000
"006414009",2100000
"001331075",510000
"006419004",2100000
"004625043",1300000
"001323060",342000
"001336002",320000
"001320019",780000
"001422065",1500000
"005507045",3300000
"008413024",5670240
"004597062",1600000
"001316008",137400
"001316009",144201
"001407020",813000
"001344037",120400
"001344030",320000
"002570050",650000
"001320022",780000
"005406076",3300000
"004552003",1700000
"004595021",1815000
"002568035",1173000
"002105006",2701000
"002101008",2560000
"001412082",1600000
"001415075",1600000
"008412044",6150000
"004563013",1675000
"004604006",1815000
"002552060",650000
"004404015",2600000
"009130073",3310000
"001417040",2400000
"001417048",2400000
"002101005",2560000
"002101004",2560000
"002442008",580000
"006519091",1760000
"001434036",1350000
"002103049",3450000
"002103053",5020000
"001417047",2400000
"001417049",2400000
"002534055",730000
"002558015",650000
"001421056",1600000
"001421057",1600000
"005628047",2810000
"008418009",4850000
"006502060",3000000
"002618055",1350000
"001428008",1400000
"005647071",3050000
"005502013",2900000
"004637073",1850000
"002612085",800000
"005507003",3150000
"009201070",1500000
"002533033",730000
"004545002",2000000
"009201024",2350000
"001413028",1500000
"005608084",2900000
"002427064",1750000
"001206009",130047
"002516034",1300000
"004309012",2800000
"002594017",700000
"001103017",1229449
"009213011",2850000
"002444048",1300000
"001426018",2450000
"001426019",2450000
"002436068",1400000
"004643075",1650000
"007307012",3150000
"008538008",2877860
"002406021",1230000
"004509010",2950000
"004622042",1815000
"005647044",3450000
"002605049",363050
"005110037",990000
"005110041",990000
"002406045",2050000
"009112002",2200000
"005403068",3220000
"009250074",1700000
"001410022",1600000
"006217029",7000000
"008519075",2800000
"005616035",2650000
"002456014",650000
"005110035",3300000
"001419044",1500000
"005625037",2600000
"002506030",1050000
"006517026",2040000
"004408016",2650000
"001417065",1550000
"001417067",735000
"001421065",1600000
"001435031",840000
"002103059",4400000
"004609062",1500000
"001308059",900000
"009256044",1630000
"008104021",1320000
"001430097",2500000
"002309043",834735
"002309044",990000
"004408005",2650000
"004107002",2620000
"004529077",669100
"002506029",1050000
"002506025",1050000
"001406005",1850000
"002444049",1300000
"001426020",2450000
"001426022",2450000
"002205051",2200000
"009107096",3700000
"004601060",2400000
"001406010",405000
"001323040",1140000
"001352010",1260000
"001353013",1260000
"001353019",1260000
"009126035",3830000
"006510035",3700000
"008533073",1000000
"005405014",2900000
"008540020",160500
"004641016",1300000
"005617046",3000000
"001107050",1000000
"008510006",2800000
"001422098",42700
"008510008",3800000
"001423003",1100000
"001426057",2450000
"001426058",2450000
"002209007",2150000
"002509008",1600000
"001113057",900000
"001427058",1450000
"001108032",800000
"001108033",800000
"001108034",1000000
"004546031",2900000
"004546033",2900000
"004546032",2900000
"001107053",872662
"008527024",2450000
"002510015",700000
"002201025",1350000
"002201026",2250000
"002311009",3300000
"008212008",4000000
"002585013",290000
"002205075",1900000
"002209001",2150000
"002209002",2150000
"005665079",2640000
"002407009",2050000
"001327033",760000
"008526089",2500000
"002434049",1400000
"002449045",12700
"001410047",3000000
"001330013",1000000
"001302005",1400000
"002434030",1400000
"009231082",1000000
"001429088",1600000
"004556006",2100000
"002430031",1400000
"001344010",120400
"001344011",120400
"001324014",780000
"005601012",3300000
"001102057",1250000
"001354042",1260000
"002449046",12700
"001417079",2425000
"002449049",12700
"003110026",2616000
"004403005",2600000
"008501045",4200000
"002544039",2150000
"001323045",870000
"001344013",320000
"002597002",40614
"009254060",1630000
"001320027",780000
"002306017",1900000
